application_id,application_date,intake_intake_channel,intake_new_customer,intake_lender_segment,intake_region,intake_sector,intake_business_age_years,intake_annual_revenue_gbp,intake_requested_loan_gbp,intake_requested_term_months,intake_loan_purpose,intake_personal_guarantee,intake_collateral_type,intake_bureau_score,intake_ccj_count,intake_default_history,intake_kyc_pass,intake_aml_risk,intake_pep_hit,intake_sanctions_hit,intake_doc_completeness,enrich_dscr,enrich_leverage_ratio,enrich_cashflow_volatility,enrich_ltv,enrich_risk_score,enrich_triage_priority,expected_decision,reason_primary,reason_secondary,reason_tertiary
APP202600040,2025-06-22,Email CSV,True,Mid-Tier/Challenger Bank,North West,Wholesale,6.04,160609.19,54662.46,24,Inventory,False,Debenture,59.15,0,False,True,Low,False,False,0.8,0.66,1.25,0.09,0.793,56.07533333,2,Review,REVIEW_SECURITY,,
APP202600583,2025-06-11,Broker CSV,True,Mid-Tier/Challenger Bank,London,Wholesale,1.7,100000.0,55469.24,36,Marketing,True,Debenture,72.54,0,False,True,Low,False,False,0.88,0.46,3.47,0.31,0.678,55.13453333,1,Accept,,,
APP202600031,2025-05-13,Web,True,Alt Lender (Non-ML),London,Transportation & Storage,12.06,109357.78,73883.86,12,Equipment Lease Buyout,True,Property,57.94,0,False,True,Low,False,False,0.75,0.44,1.35,0.13,0.312,60.1532,2,Accept,,,
APP202600399,2025-08-03,Email CSV,False,Mid-Tier/Challenger Bank,East of England,Information & Communication,10.94,100000.0,141943.16,24,Growth/Expansion,False,None,65.73,1,False,True,Low,False,False,0.78,0.2,1.55,0.4,,52.38773333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600695,2025-04-18,Broker CSV,False,Alt Lender (Non-ML),South East,Health & Social Care,8.99,203330.44,45888.68,24,Refinance,False,Equipment,52.11,1,False,True,Low,False,False,0.73,0.93,3.38,0.48,0.844,45.79413333,2,Review,REVIEW_AFFORDABILITY,REVIEW_SECURITY,
APP202600322,2025-06-05,Broker CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Construction,5.22,100000.0,51025.58,24,Asset Purchase,False,Equipment,42.2,1,False,True,Low,False,False,0.78,0.6,2.21,0.33,0.849,44.06933333,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,
APP202600539,2025-06-24,Email CSV,True,Alt Lender (Non-ML),South West,Construction,2.8,100000.0,90621.6,48,Hire Staff,False,Property,70.76,0,False,True,Low,False,False,0.89,0.43,2.69,0.51,0.29,55.93613333,1,Accept,,,
APP202600835,2025-07-22,Broker CSV,False,Non-Bank/Public Financier,Scotland,Information & Communication,4.44,100000.0,300458.87,36,Hire Staff,True,Property,41.2,0,False,True,Medium,False,False,0.5,0.2,2.76,0.29,0.488,41.816,2,Decline,BUREAU_LOW,,
APP202600424,2025-06-10,Web,True,Mid-Tier/Challenger Bank,Scotland,Agriculture,7.49,100000.0,40603.73,18,Hire Staff,False,None,83.69,0,False,True,Low,False,False,0.73,0.79,1.83,0.17,,62.9532,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600921,2025-06-23,Web,True,Mid-Tier/Challenger Bank,East Midlands,Agriculture,6.06,145488.77,25000.0,60,Marketing,False,Equipment,79.57,0,False,True,Medium,False,False,0.61,1.67,3.28,0.47,0.756,58.33626667,2,Review,REVIEW_COMPLIANCE,REVIEW_SECURITY,
APP202600685,2025-07-30,Web,True,Alt Lender (Non-ML),Northern Ireland,Real Estate,7.62,238313.33,137146.67,24,Marketing,True,Debenture,62.29,1,False,True,Low,False,False,0.34,0.37,1.4,0.39,0.813,45.34453333,3,Decline,AFFORDABILITY_FAIL,,
APP202600215,2025-08-13,Broker CSV,True,Non-Bank/Public Financier,North West,Construction,10.81,106587.5,36207.25,24,Refinance,False,None,46.23,0,False,True,Low,False,False,0.35,0.6,2.64,0.56,,37.7844,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600033,2025-08-19,Broker CSV,True,Alt Lender (Non-ML),North East,Real Estate,5.32,100000.0,28021.6,12,Hire Staff,True,Debenture,45.6,0,False,True,Low,False,False,0.57,1.02,3.55,0.66,0.784,42.46466667,2,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,REVIEW_SECURITY
APP202600667,2025-05-25,Portal Upload,True,Alt Lender (Non-ML),North West,Hospitality,5.53,100000.0,74751.32,36,Growth/Expansion,True,None,56.84,0,False,True,Low,False,False,0.5,0.35,2.3,0.26,,44.94853333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600547,2025-08-06,Portal Upload,False,Alt Lender (Non-ML),South East,Wholesale,4.6,209881.7,64869.86,48,Asset Purchase,True,None,59.09,0,False,True,Low,False,False,0.86,1.3,1.13,0.19,,64.40853333,1,Accept,,,
APP202600049,2025-07-19,Broker CSV,False,Mid-Tier/Challenger Bank,East Midlands,Professional Services,21.05,2991373.4,76586.06,48,Inventory,False,Equipment,58.49,0,False,True,Low,False,False,0.59,3.5,0.76,0.21,0.799,70.91386667,2,Accept,,,
APP202600228,2025-06-27,Email CSV,False,Alt Lender (Non-ML),West Midlands,Information & Communication,6.92,100000.0,43177.4,12,Hire Staff,True,Equipment,44.26,0,False,True,Low,False,False,0.65,0.85,3.04,0.13,0.69,51.44946667,2,Accept,,,
APP202600120,2025-07-28,Broker CSV,False,Non-Bank/Public Financier,Scotland,Agriculture,10.08,100000.0,68940.56,12,Refinance,False,None,71.01,0,False,True,Low,False,False,0.71,0.76,1.9,0.39,,56.50946667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600611,2025-06-24,Email CSV,False,Mid-Tier/Challenger Bank,South West,Transportation & Storage,20.92,660165.57,25000.0,48,Marketing,False,None,66.59,0,False,True,Low,False,False,0.86,3.5,2.81,0.51,,72.58853333,1,Accept,,,
APP202600633,2025-07-23,Portal Upload,False,Alt Lender (Non-ML),North West,Information & Communication,2.36,100000.0,45723.61,48,Refinance,True,Property,63.32,1,False,True,Low,False,False,0.78,0.65,4.31,0.09,0.356,55.46293333,2,Accept,,,
APP202600791,2025-06-02,Web,True,Mid-Tier/Challenger Bank,North East,Health & Social Care,1.83,256232.12,25000.0,36,Equipment Lease Buyout,True,Property,80.1,0,False,True,Low,False,False,0.36,2.36,2.09,0.66,0.402,71.99133333,3,Accept,,,
APP202600799,2025-05-09,Portal Upload,False,Non-Bank/Public Financier,Scotland,Retail,11.45,100000.0,171802.28,36,Marketing,True,None,27.53,0,False,True,Low,False,False,0.77,0.2,2.9,0.67,,36.94173333,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600382,2025-05-13,Portal Upload,False,Non-Bank/Public Financier,North East,Professional Services,32.48,337500.82,215192.86,48,Equipment Lease Buyout,False,Mixed,35.96,0,False,True,Low,False,False,0.7,0.47,2.15,0.41,0.418,45.27213333,2,Accept,,,
APP202600541,2025-08-15,Broker CSV,False,Non-Bank/Public Financier,Scotland,Retail,5.37,389017.94,40883.5,18,Working Capital,True,None,70.75,0,False,True,Low,False,False,0.93,3.5,3.86,0.48,,72.30333333,1,Accept,,,
APP202600608,2025-04-17,Portal Upload,False,Alt Lender (Non-ML),South East,Agriculture,5.12,652545.72,69537.48,36,Hire Staff,False,Property,63.14,0,False,True,Low,False,False,0.09,3.15,0.52,0.04,0.521,72.25586667,3,Accept,,,
APP202600401,2025-06-28,Web,False,Mid-Tier/Challenger Bank,Northern Ireland,Construction,3.74,100000.0,79677.97,36,Inventory,False,Equipment,83.36,0,False,True,Low,False,False,0.96,0.31,1.54,0.48,0.662,59.42746667,1,Accept,,,
APP202600419,2025-07-18,Portal Upload,True,Mid-Tier/Challenger Bank,London,Information & Communication,3.48,1477088.23,32873.59,24,Marketing,False,Equipment,75.85,0,False,True,Low,False,False,0.72,3.5,1.61,0.38,0.76,76.78133333,2,Accept,,,
APP202600130,2025-08-07,Broker CSV,True,Mid-Tier/Challenger Bank,North East,Health & Social Care,13.8,100000.0,25000.0,36,Marketing,False,Property,86.44,0,False,True,Low,False,False,0.87,1.02,2.37,0.23,0.343,68.8632,1,Accept,,,
APP202600239,2025-07-09,Portal Upload,True,Alt Lender (Non-ML),West Midlands,Real Estate,6.02,243169.92,25000.0,12,Asset Purchase,True,Equipment,66.49,1,False,True,Medium,False,False,0.74,1.91,1.51,0.14,0.739,67.51386667,2,Accept,,,
APP202600447,2025-06-07,Broker CSV,False,Alt Lender (Non-ML),North East,Hospitality,2.15,291668.04,289638.89,60,Growth/Expansion,True,Mixed,55.89,0,False,True,Low,False,False,0.91,0.33,2.7,0.18,0.463,56.0192,1,Accept,,,
APP202600348,2025-06-29,Email CSV,False,Mid-Tier/Challenger Bank,East of England,Agriculture,5.8,156310.41,126703.43,36,Growth/Expansion,False,Debenture,62.71,1,False,True,Low,False,False,0.62,0.2,1.41,0.15,0.827,50.9988,2,Decline,AFFORDABILITY_FAIL,,
APP202600503,2025-05-28,Broker CSV,False,Non-Bank/Public Financier,South East,Real Estate,3.61,246453.58,36289.22,18,Equipment Lease Buyout,False,Property,68.41,0,False,True,Low,False,False,0.68,1.68,2.98,0.11,0.512,67.26146667,2,Accept,,,
APP202600781,2025-07-01,Web,True,Mid-Tier/Challenger Bank,North West,Manufacturing,4.12,228098.87,25822.57,60,Working Capital,False,Equipment,46.84,1,False,True,Low,False,False,0.91,3.34,2.05,0.11,0.618,72.45186667,1,Accept,,,
APP202600540,2025-06-03,Portal Upload,True,Non-Bank/Public Financier,Wales,Retail,2.62,260398.48,111098.23,60,Hire Staff,False,Debenture,50.96,0,False,True,Medium,False,False,0.92,1.04,4.02,0.37,0.594,47.3888,1,Review,REVIEW_COMPLIANCE,REVIEW_AFFORDABILITY,
APP202600752,2025-07-22,Web,True,Mid-Tier/Challenger Bank,North East,Health & Social Care,6.08,141515.97,85408.52,12,Hire Staff,False,Property,54.59,0,False,True,Low,False,False,0.4,0.83,1.57,0.58,0.344,48.51186667,3,Review,REVIEW_DOCS,,
APP202600357,2025-06-26,Portal Upload,False,Mid-Tier/Challenger Bank,North East,Information & Communication,2.76,100000.0,48124.26,36,Equipment Lease Buyout,False,Mixed,70.46,0,False,True,Low,False,False,0.61,0.78,2.89,0.45,0.367,55.49546667,2,Accept,,,
APP202600689,2025-06-02,Web,False,Non-Bank/Public Financier,London,Information & Communication,5.1,112956.69,62684.83,36,Refinance,False,None,64.86,0,False,True,Low,False,False,0.8,0.32,3.05,0.18,,52.24413333,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600822,2025-06-17,Portal Upload,False,Non-Bank/Public Financier,Yorkshire & Humber,Manufacturing,16.74,100000.0,54951.59,36,Refinance,False,Mixed,66.12,0,False,True,Medium,False,False,0.67,0.29,2.17,0.26,0.594,48.61026667,2,Review,REVIEW_COMPLIANCE,,
APP202600518,2025-07-28,Email CSV,False,Non-Bank/Public Financier,Wales,Wholesale,3.32,100000.0,51908.62,24,Inventory,True,Mixed,37.54,0,False,True,Low,False,False,0.76,0.2,1.74,0.28,0.482,50.4312,2,Accept,,,
APP202600485,2025-04-22,Portal Upload,False,Mid-Tier/Challenger Bank,East of England,Transportation & Storage,10.78,213813.13,527402.96,18,Hire Staff,False,Equipment,79.17,0,False,True,Low,False,False,0.5,0.2,1.37,0.41,0.568,52.69093333,2,Review,REVIEW_DOCS,,
APP202600869,2025-08-20,Web,True,Mid-Tier/Challenger Bank,East of England,Construction,9.37,100000.0,140910.06,12,Working Capital,False,Debenture,66.73,0,False,True,Low,False,False,0.73,0.21,2.92,0.09,0.516,54.61106667,2,Accept,,,
APP202600388,2025-07-20,Email CSV,True,Mid-Tier/Challenger Bank,West Midlands,Retail,5.4,926096.72,25000.0,36,Equipment Lease Buyout,True,Invoice Book,77.27,1,False,True,Low,False,False,0.87,3.5,2.56,0.22,0.776,79.20226667,1,Accept,,,
APP202600597,2025-05-28,Email CSV,False,Mid-Tier/Challenger Bank,Northern Ireland,Construction,1.91,100000.0,96465.11,12,Refinance,False,Equipment,60.16,0,False,True,Low,False,False,0.59,0.22,0.16,0.26,0.907,49.20146667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600793,2025-08-10,Portal Upload,True,Alt Lender (Non-ML),London,Professional Services,5.6,1219770.7,236994.49,12,Working Capital,True,Equipment,42.09,0,False,True,Low,False,False,0.91,0.93,3.02,0.45,0.697,51.09853333,1,Review,REVIEW_AFFORDABILITY,,
APP202600295,2025-08-22,Broker CSV,True,Alt Lender (Non-ML),North West,Professional Services,6.08,100000.0,214133.39,12,Hire Staff,False,Property,31.97,0,False,True,Low,False,False,0.71,0.2,3.02,0.5,0.525,40.25493333,2,Decline,BUREAU_LOW,,
APP202600358,2025-07-25,Email CSV,True,Mid-Tier/Challenger Bank,Wales,Health & Social Care,18.6,100000.0,113001.19,48,Refinance,False,Property,77.72,0,False,True,Low,False,False,0.46,0.26,0.98,0.23,0.444,55.83493333,3,Review,REVIEW_DOCS,,
APP202600640,2025-08-04,Web,True,Non-Bank/Public Financier,South East,Health & Social Care,18.37,100000.0,68098.21,60,Working Capital,True,Property,28.05,1,False,True,Medium,False,False,0.83,0.2,2.42,0.36,0.297,42.23733333,1,Decline,BUREAU_LOW,,
APP202600429,2025-05-13,Email CSV,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Health & Social Care,5.44,100000.0,38691.22,12,Marketing,True,Mixed,93.32,0,False,True,Low,False,False,0.88,1.05,1.16,0.33,0.342,75.55293333,1,Accept,,,
APP202600571,2025-05-22,Broker CSV,True,Alt Lender (Non-ML),Wales,Manufacturing,5.15,269914.07,191986.37,36,Equipment Lease Buyout,False,None,59.14,1,False,True,Low,False,False,0.6,0.24,3.07,0.37,,45.49586667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600957,2025-07-18,Email CSV,False,Mid-Tier/Challenger Bank,North East,Information & Communication,16.12,112177.69,280911.06,12,Refinance,True,Debenture,95.91,1,False,True,Low,False,False,0.84,0.2,1.65,0.29,0.743,63.8748,1,Accept,,,
APP202600562,2025-06-19,Email CSV,False,Mid-Tier/Challenger Bank,London,Professional Services,11.66,133233.27,25000.0,36,Asset Purchase,True,None,66.04,0,False,True,Medium,False,False,0.64,1.31,4.17,0.01,,54.4712,2,Review,REVIEW_COMPLIANCE,,
APP202600152,2025-07-13,Broker CSV,True,Alt Lender (Non-ML),East Midlands,Real Estate,7.4,100000.0,49094.16,36,Inventory,False,None,58.88,0,False,True,Low,False,False,0.86,0.7,3.12,0.35,,51.5064,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600226,2025-07-05,Broker CSV,False,Alt Lender (Non-ML),West Midlands,Hospitality,2.11,217253.9,29565.59,36,Working Capital,False,Property,70.62,2,False,True,High,False,False,0.72,1.71,3.16,0.4,0.502,58.49026667,2,Review,REVIEW_COMPLIANCE,,
APP202600984,2025-06-11,Email CSV,True,Non-Bank/Public Financier,South West,Construction,15.21,506305.85,25000.0,48,Equipment Lease Buyout,True,Mixed,62.84,0,False,True,Low,False,False,0.44,3.5,1.78,0.22,0.334,75.30186667,3,Accept,,,
APP202600359,2025-06-13,Web,True,Non-Bank/Public Financier,North East,Health & Social Care,2.94,100000.0,67955.27,24,Equipment Lease Buyout,True,None,38.67,0,False,True,Low,False,False,0.77,0.42,2.6,0.35,,43.96093333,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600907,2025-08-05,Web,False,Non-Bank/Public Financier,Scotland,Hospitality,15.68,100000.0,40577.73,24,Growth/Expansion,True,None,42.44,0,False,True,Medium,False,False,0.8,0.63,1.46,0.34,,45.00653333,2,Decline,AFFORDABILITY_FAIL,BUREAU_LOW,COLLATERAL_WEAK
APP202600549,2025-04-25,Portal Upload,True,Alt Lender (Non-ML),Wales,Transportation & Storage,1.62,125692.26,107006.66,24,Working Capital,False,Equipment,61.94,0,False,True,Low,False,False,0.79,0.21,1.31,0.07,0.715,55.83653333,2,Review,REVIEW_SECURITY,,
APP202600592,2025-07-02,Web,True,Alt Lender (Non-ML),London,Construction,6.15,100000.0,128492.19,12,Refinance,True,Property,42.89,0,False,True,Low,False,False,0.68,0.2,2.17,0.32,0.478,49.76586667,2,Accept,,,
APP202600731,2025-08-05,Broker CSV,True,Mid-Tier/Challenger Bank,East of England,Wholesale,14.52,2834512.25,53644.46,24,Refinance,True,Property,77.47,0,False,True,Low,False,False,0.38,3.5,0.59,0.27,0.379,80.62493333,3,Accept,,,
APP202600046,2025-08-11,Web,False,Mid-Tier/Challenger Bank,East of England,Retail,12.55,100000.0,198486.02,48,Refinance,True,None,80.68,1,False,True,Low,False,False,0.46,0.2,2.95,0.19,,49.20706667,3,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600168,2025-07-31,Portal Upload,False,Alt Lender (Non-ML),Wales,Professional Services,5.49,273125.55,35262.72,60,Growth/Expansion,False,Debenture,65.22,0,False,True,Low,False,False,0.89,1.78,2.26,0.17,0.706,68.70826667,1,Accept,,,
APP202600374,2025-05-16,Portal Upload,True,Non-Bank/Public Financier,East of England,Wholesale,3.88,114879.97,412037.33,24,Inventory,False,Mixed,48.37,0,False,True,Low,False,False,0.43,0.2,1.17,0.55,0.627,41.8436,3,Review,REVIEW_DOCS,,
APP202600660,2025-05-20,Broker CSV,True,Non-Bank/Public Financier,South West,Hospitality,1.83,122325.84,25000.0,24,Equipment Lease Buyout,False,Equipment,54.83,0,False,True,Low,False,False,0.89,0.8,1.56,0.54,0.825,51.7624,1,Decline,AFFORDABILITY_FAIL,,
APP202600123,2025-04-04,Portal Upload,True,Alt Lender (Non-ML),London,Hospitality,4.86,150849.96,75299.31,24,Growth/Expansion,False,Equipment,75.83,0,False,True,Low,False,False,0.55,0.35,3.25,0.07,0.6,50.94906667,2,Review,REVIEW_DOCS,,
APP202600796,2025-07-11,Broker CSV,False,Non-Bank/Public Financier,East Midlands,Health & Social Care,6.6,190773.86,67166.59,24,Equipment Lease Buyout,True,None,45.01,0,False,True,Low,False,False,0.69,0.32,3.55,0.6,,40.21946667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600897,2025-06-13,Web,True,Mid-Tier/Challenger Bank,West Midlands,Real Estate,3.96,1231680.29,59468.59,60,Refinance,False,None,46.93,0,False,True,Medium,False,False,0.77,3.5,1.52,0.18,,67.99373333,2,Accept,,,
APP202600486,2025-05-25,Broker CSV,True,Mid-Tier/Challenger Bank,East of England,Agriculture,14.1,449734.81,33529.33,36,Hire Staff,False,None,69.28,0,False,True,Low,False,False,0.46,2.83,1.81,0.26,,71.17506667,3,Accept,,,
APP202600096,2025-06-13,Web,True,Non-Bank/Public Financier,East of England,Agriculture,7.02,103120.57,73691.16,36,Growth/Expansion,False,Property,40.14,0,False,True,Low,False,False,0.78,0.24,2.14,0.23,0.449,48.75586667,2,Accept,,,
APP202600461,2025-07-31,Web,True,Mid-Tier/Challenger Bank,Wales,Transportation & Storage,1.12,104033.32,55849.24,12,Growth/Expansion,True,None,69.4,0,False,True,Low,False,False,0.74,0.68,3.31,0.12,,54.88866667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600341,2025-07-14,Email CSV,True,Mid-Tier/Challenger Bank,South East,Real Estate,20.23,100000.0,50481.55,36,Equipment Lease Buyout,True,Debenture,51.97,0,False,True,Low,False,False,0.77,0.93,3.06,0.53,0.632,52.2216,2,Review,REVIEW_AFFORDABILITY,,
APP202600816,2025-07-06,Web,False,Alt Lender (Non-ML),East Midlands,Wholesale,8.76,1281557.88,136577.18,36,Marketing,False,None,52.52,1,False,False,Low,False,False,0.57,2.23,3.6,0.27,,59.1356,2,Decline,KYC_FAIL,,
APP202600676,2025-07-12,Broker CSV,True,Non-Bank/Public Financier,Scotland,Agriculture,2.2,113250.6,29677.22,24,Inventory,True,None,45.55,0,False,True,Low,False,False,0.85,1.3,3.52,0.18,,55.04066667,1,Review,REVIEW_CONFLICT,,
APP202600142,2025-07-03,Broker CSV,False,Mid-Tier/Challenger Bank,Scotland,Retail,10.38,100000.0,132896.18,24,Growth/Expansion,True,Property,80.91,1,False,True,Low,False,False,0.88,0.4,1.26,0.04,0.478,66.1348,1,Accept,,,
APP202600657,2025-06-24,Portal Upload,True,Non-Bank/Public Financier,North West,Information & Communication,6.64,133674.41,55146.34,24,Asset Purchase,False,None,67.42,0,False,True,Medium,False,False,0.69,0.51,2.89,0.47,,44.94426667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600870,2025-06-18,Broker CSV,False,Non-Bank/Public Financier,Yorkshire & Humber,Health & Social Care,2.93,665042.27,179764.37,18,Inventory,False,None,42.1,0,False,True,Low,False,False,0.87,1.61,3.08,0.22,,58.31133333,1,Review,REVIEW_CONFLICT,,
APP202600470,2025-07-09,Broker CSV,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Transportation & Storage,20.93,336164.56,25000.0,18,Asset Purchase,False,None,77.83,0,False,True,Low,False,False,0.88,3.5,1.87,0.61,,77.12906667,1,Accept,,,
APP202600638,2025-03-31,Broker CSV,True,Alt Lender (Non-ML),North East,Wholesale,8.01,100000.0,336497.42,36,Asset Purchase,True,Debenture,69.18,0,True,True,Low,False,False,0.71,0.2,3.07,0.07,0.646,52.14706667,2,Accept,,,
APP202600445,2025-06-22,Email CSV,False,Mid-Tier/Challenger Bank,North West,Health & Social Care,4.24,100000.0,51075.95,36,Inventory,True,Mixed,79.72,0,False,True,Medium,False,False,0.81,0.76,1.41,0.1,0.563,62.8616,1,Accept,,,
APP202600481,2025-08-12,Email CSV,True,Alt Lender (Non-ML),South West,Hospitality,5.18,100000.0,58905.11,36,Asset Purchase,True,Property,47.94,0,False,True,Low,False,False,0.44,0.29,1.32,0.56,0.461,45.5332,3,Review,REVIEW_DOCS,,
APP202600283,2025-06-04,Portal Upload,True,Alt Lender (Non-ML),North West,Wholesale,11.67,103049.02,31784.59,36,Marketing,True,None,66.48,0,False,True,Low,False,False,0.33,1.2,3.79,0.35,,49.27106667,3,Review,REVIEW_DOCS,,
APP202600614,2025-06-12,Web,True,Mid-Tier/Challenger Bank,East Midlands,Wholesale,0.91,153943.54,43411.18,36,Inventory,False,None,52.4,0,False,True,Medium,False,False,0.86,0.58,3.22,0.35,,43.63866667,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600415,2025-06-28,Web,False,Alt Lender (Non-ML),Scotland,Information & Communication,3.33,100000.0,210552.74,24,Asset Purchase,True,None,52.24,0,False,True,High,False,False,0.6,0.2,2.23,0.53,,40.62386667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600271,2025-08-05,Portal Upload,True,Non-Bank/Public Financier,East Midlands,Professional Services,2.08,138543.63,29412.93,60,Inventory,False,None,56.4,0,False,True,Low,False,False,0.55,0.92,2.53,0.35,,48.50866667,2,Review,REVIEW_DOCS,REVIEW_AFFORDABILITY,REVIEW_SECURITY
APP202600755,2025-04-27,Broker CSV,True,Alt Lender (Non-ML),East of England,Information & Communication,5.62,100000.0,25691.49,48,Inventory,True,Debenture,62.18,1,False,True,Low,False,False,0.63,1.51,0.87,0.51,0.776,62.7304,2,Accept,,,
APP202600231,2025-07-26,Broker CSV,False,Non-Bank/Public Financier,South East,Real Estate,4.58,189372.26,130985.52,48,Refinance,False,None,45.16,0,False,True,Low,False,False,0.84,0.44,2.4,0.46,,45.8448,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600269,2025-05-04,Portal Upload,False,Alt Lender (Non-ML),North East,Hospitality,19.71,100000.0,50937.65,36,Marketing,True,Property,50.46,0,False,True,Low,False,False,0.71,0.59,3.35,0.23,0.545,50.65213333,2,Accept,,,
APP202600594,2025-08-07,Portal Upload,False,Mid-Tier/Challenger Bank,North East,Health & Social Care,5.98,100000.0,43056.17,48,Asset Purchase,False,Property,59.67,0,False,True,Low,False,False,0.74,0.95,3.0,0.35,0.582,54.2376,2,Review,REVIEW_AFFORDABILITY,,
APP202600021,2025-06-11,Email CSV,True,Mid-Tier/Challenger Bank,Scotland,Information & Communication,4.11,357805.56,83262.96,36,Asset Purchase,False,None,76.72,0,False,True,Low,False,False,0.8,0.84,2.56,0.1,,61.24826667,2,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600552,2025-07-05,Email CSV,True,Non-Bank/Public Financier,Yorkshire & Humber,Wholesale,10.36,100000.0,263667.65,60,Equipment Lease Buyout,True,Debenture,68.15,0,False,True,Low,False,False,0.59,0.2,1.73,0.54,0.619,50.35533333,2,Review,REVIEW_DOCS,,
APP202600371,2025-05-24,Web,False,Non-Bank/Public Financier,East of England,Retail,13.52,100000.0,124860.32,12,Asset Purchase,False,Equipment,32.88,1,False,True,Low,False,False,0.72,0.31,0.35,0.08,0.647,48.61973333,2,Accept,,,
APP202600878,2025-07-06,Portal Upload,False,Mid-Tier/Challenger Bank,West Midlands,Construction,4.78,691511.39,320609.27,18,Hire Staff,False,Equipment,53.49,0,False,True,Low,False,False,0.61,0.46,1.3,0.33,0.83,47.94386667,2,Decline,AFFORDABILITY_FAIL,,
APP202600002,2025-07-16,Web,False,Non-Bank/Public Financier,East Midlands,Real Estate,11.35,546752.16,77679.22,48,Marketing,True,None,60.48,0,False,True,Low,False,False,0.89,2.84,1.43,0.21,,77.39773333,1,Accept,,,
APP202600316,2025-07-28,Broker CSV,False,Alt Lender (Non-ML),Northern Ireland,Professional Services,4.91,100000.0,137766.85,12,Growth/Expansion,True,Debenture,49.08,0,False,True,Low,False,False,0.64,0.25,3.15,0.4,0.506,47.7324,2,Accept,,,
APP202600284,2025-07-04,Web,True,Mid-Tier/Challenger Bank,Northern Ireland,Transportation & Storage,2.55,100000.0,94871.25,36,Marketing,False,Debenture,71.74,0,False,True,Low,False,False,0.64,0.42,1.83,0.4,0.65,53.2172,2,Accept,,,
APP202600317,2025-07-27,Web,True,Mid-Tier/Challenger Bank,London,Health & Social Care,5.89,148714.25,508734.86,24,Inventory,False,None,71.86,0,False,True,Medium,False,False,0.9,0.2,1.1,0.2,,55.05413333,1,Decline,AFFORDABILITY_FAIL,COLLATERAL_WEAK,
APP202600794,2025-08-03,Web,True,Alt Lender (Non-ML),East Midlands,Transportation & Storage,3.05,108326.06,370236.28,60,Growth/Expansion,True,Invoice Book,23.94,0,False,True,Medium,False,False,0.57,0.2,2.06,0.11,0.685,39.14653333,2,Decline,BUREAU_LOW,,
APP202600243,2025-05-20,Portal Upload,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Professional Services,12.58,190927.67,25000.0,12,Hire Staff,False,Mixed,45.1,0,False,True,Low,False,False,0.86,2.93,1.45,0.46,0.37,73.04466667,1,Accept,,,
APP202600523,2025-08-20,Broker CSV,True,Mid-Tier/Challenger Bank,West Midlands,Professional Services,10.8,100000.0,56944.08,36,Growth/Expansion,False,Property,78.63,1,False,True,Low,False,False,0.86,0.86,1.02,0.26,0.519,64.7064,1,Accept,,,
APP202600727,2025-08-22,Broker CSV,True,Mid-Tier/Challenger Bank,Yorkshire & Humber,Hospitality,5.5,211632.27,47831.44,36,Marketing,False,None,64.86,0,False,True,Low,False,False,0.77,1.31,1.97,0.12,,63.97413333,2,Accept,,,
APP202600554,2025-08-13,Broker CSV,True,Alt Lender (Non-ML),North East,Wholesale,3.61,100000.0,103029.44,36,Marketing,True,Invoice Book,51.11,0,False,True,Low,False,False,0.56,0.38,3.22,0.56,0.843,39.36746667,2,Decline,AFFORDABILITY_FAIL,,
